,Model,Compressor,error_bound,epochs,miou,class,iou,run
122,unet,sz3,1E-7,10,0.4434168447995325,sidewalk,0.5925218160675947,4
123,unet,sz3,1E-7,10,0.4434168447995325,building,0.7662046930659919,4
124,unet,sz3,1E-7,10,0.4434168447995325,wall,0.28122470904207697,4
125,unet,sz3,1E-7,10,0.4434168447995325,fence,0.1878711096570303,4
126,unet,sz3,1E-7,10,0.4434168447995325,pole,0.13136405756538513,4
127,unet,sz3,1E-7,10,0.4434168447995325,traffic light,0.17597952238285,4
128,unet,sz3,1E-7,10,0.4434168447995325,traffic sign,0.3036937202543908,4
129,unet,sz3,1E-7,10,0.4434168447995325,vegetation,0.8029880946795575,4
130,unet,sz3,1E-7,10,0.4434168447995325,terrain,0.44444564518482094,4
131,unet,sz3,1E-7,10,0.4434168447995325,sky,0.8188368926688883,4
132,unet,sz3,1E-7,10,0.4434168447995325,person,0.4372410173927267,4
133,unet,sz3,1E-7,10,0.4434168447995325,rider,0.23226335520149954,4
134,unet,sz3,1E-7,10,0.4434168447995325,car,0.8084679047053484,4
135,unet,sz3,1E-7,10,0.4434168447995325,truck,0.36779758481886143,4
136,unet,sz3,1E-7,10,0.4434168447995325,bus,0.4625050248323975,4
137,unet,sz3,1E-7,10,0.4434168447995325,train,0.14519000864831866,4
138,unet,sz3,1E-7,10,0.4434168447995325,motorcycle,0.15030000372675437,4
139,unet,sz3,1E-7,10,0.4434168447995325,bicycle,0.3704963881369367,4
140,unet,sz3,1E-7,10,0.4358883596615021,unlabeled,0.46673629948462114,8
141,unet,sz3,1E-7,10,0.4358883596615021,road,0.8965115976248473,8
142,unet,sz3,1E-7,10,0.4358883596615021,sidewalk,0.552844813507368,8
143,unet,sz3,1E-7,10,0.4358883596615021,building,0.7692799637954154,8
144,unet,sz3,1E-7,10,0.4358883596615021,wall,0.2819614184183808,8
145,unet,sz3,1E-7,10,0.4358883596615021,fence,0.22295356833334276,8
146,unet,sz3,1E-7,10,0.4358883596615021,pole,0.13435180108761688,8
147,unet,sz3,1E-7,10,0.4358883596615021,traffic light,0.1572843682048804,8
148,unet,sz3,1E-7,10,0.4358883596615021,traffic sign,0.2612814824481274,8
149,unet,sz3,1E-7,10,0.4358883596615021,vegetation,0.7913508237525433,8
150,unet,sz3,1E-7,10,0.4358883596615021,terrain,0.4344199532409723,8
151,unet,sz3,1E-7,10,0.4358883596615021,sky,0.815417729789636,8
152,unet,sz3,1E-7,10,0.4358883596615021,person,0.42899808006826423,8
153,unet,sz3,1E-7,10,0.4358883596615021,rider,0.17544542130241966,8
154,unet,sz3,1E-7,10,0.4358883596615021,car,0.7941530227304864,8
155,unet,sz3,1E-7,10,0.4358883596615021,truck,0.2670477986680026,8
156,unet,sz3,1E-7,10,0.4358883596615021,bus,0.4353228193198331,8
157,unet,sz3,1E-7,10,0.4358883596615021,train,0.3142636589758985,8
158,unet,sz3,1E-7,10,0.4358883596615021,motorcycle,0.12857327641960936,8
159,unet,sz3,1E-7,10,0.4358883596615021,bicycle,0.38956929605777463,8
160,unet,sz3,1E-6,10,0.4136907560976903,unlabeled,0.46780415172572776,0
161,unet,sz3,1E-6,10,0.4136907560976903,road,0.8843689347596257,0
162,unet,sz3,1E-6,10,0.4136907560976903,sidewalk,0.5573963466758789,0
163,unet,sz3,1E-6,10,0.4136907560976903,building,0.7630667682500489,0
164,unet,sz3,1E-6,10,0.4136907560976903,wall,0.23839235679236773,0
165,unet,sz3,1E-6,10,0.4136907560976903,fence,0.2083320116729049,0
